E_LOSS,E_RGB_RL,E_THERMAL_RL,E_SL,D_LOSS,D_SL,D_RL_REAL,D_RL_FAKE,D_GP,
[E9S25],9.53e-02,5.13e-02,7.24e-03,4.40e-01,1.69e+00,1.48e+00,1.00e-02,7.24e-03,3.86e-02,
[E9S26],7.96e-02,5.76e-02,7.40e-03,2.20e-01,1.65e+00,1.44e+00,1.09e-02,7.40e-03,3.81e-02,
[E9S27],1.05e-01,5.68e-02,7.11e-03,4.77e-01,1.63e+00,1.41e+00,1.04e-02,7.11e-03,4.03e-02,
[E9S28],7.23e-02,5.53e-02,7.11e-03,1.70e-01,1.64e+00,1.43e+00,9.29e-03,7.11e-03,3.97e-02,
[E9S29],1.31e-01,5.82e-02,7.08e-03,7.32e-01,1.66e+00,1.44e+00,1.05e-02,7.08e-03,4.16e-02,
[E9S30],4.10e-02,5.44e-02,8.08e-03,-1.34e-01,1.73e+00,1.54e+00,1.09e-02,8.08e-03,3.45e-02,
[E9S31],1.03e-01,6.05e-02,7.58e-03,4.22e-01,1.64e+00,1.46e+00,1.07e-02,7.58e-03,3.38e-02,
[E9S32],6.00e-02,5.92e-02,8.00e-03,7.72e-03,1.69e+00,1.48e+00,1.08e-02,8.00e-03,3.94e-02,
[E9S33],1.37e-01,5.20e-02,7.66e-03,8.46e-01,1.77e+00,1.57e+00,1.01e-02,7.66e-03,3.66e-02,
[E9S34],4.19e-02,5.25e-02,7.75e-03,-1.06e-01,1.72e+00,1.54e+00,1.08e-02,7.75e-03,3.21e-02,
[E9S35],9.59e-02,5.68e-02,7.52e-03,3.92e-01,1.68e+00,1.50e+00,1.01e-02,7.52e-03,3.20e-02,
[E9S36],8.39e-02,5.30e-02,7.00e-03,3.10e-01,1.67e+00,1.45e+00,9.74e-03,7.00e-03,3.92e-02,
[E9S37],1.03e-01,5.43e-02,7.36e-03,4.87e-01,1.63e+00,1.42e+00,1.05e-02,7.36e-03,3.78e-02,
[E9S38],7.78e-02,5.93e-02,8.45e-03,1.85e-01,1.62e+00,1.41e+00,1.13e-02,8.45e-03,3.91e-02,
[E9S39],1.08e-01,5.33e-02,7.54e-03,5.44e-01,1.67e+00,1.46e+00,1.07e-02,7.54e-03,3.96e-02,
[E9S40],6.88e-02,5.37e-02,6.77e-03,1.50e-01,1.71e+00,1.50e+00,1.03e-02,6.77e-03,3.84e-02,
[E9S41],9.87e-02,5.26e-02,7.17e-03,4.61e-01,1.64e+00,1.42e+00,9.92e-03,7.17e-03,4.15e-02,
[E9S42],6.12e-02,5.27e-02,6.88e-03,8.52e-02,1.72e+00,1.51e+00,9.20e-03,6.88e-03,3.84e-02,
[E9S43],1.13e-01,5.15e-02,6.63e-03,6.10e-01,1.69e+00,1.48e+00,9.96e-03,6.63e-03,3.91e-02,
[E9S44],3.65e-02,5.27e-02,6.97e-03,-1.62e-01,1.76e+00,1.56e+00,1.03e-02,6.97e-03,3.65e-02,
[E9S45],1.26e-01,5.73e-02,7.34e-03,6.85e-01,1.69e+00,1.51e+00,9.09e-03,7.34e-03,3.33e-02,
[E9S46],5.10e-02,5.63e-02,7.67e-03,-5.32e-02,1.69e+00,1.49e+00,1.13e-02,7.67e-03,3.65e-02,
[E9S47],1.18e-01,5.46e-02,6.86e-03,6.36e-01,1.69e+00,1.49e+00,1.09e-02,6.86e-03,3.56e-02,
[E9S48],6.88e-02,5.33e-02,7.89e-03,1.55e-01,1.65e+00,1.46e+00,1.01e-02,7.89e-03,3.54e-02,
[E9S49],9.96e-02,5.03e-02,6.46e-03,4.92e-01,1.68e+00,1.47e+00,9.59e-03,6.46e-03,3.81e-02,
[E9S50],8.22e-02,5.96e-02,7.58e-03,2.26e-01,1.69e+00,1.48e+00,9.27e-03,7.58e-03,3.83e-02,
[E9S51],1.08e-01,5.98e-02,7.73e-03,4.80e-01,1.65e+00,1.43e+00,1.09e-02,7.73e-03,3.99e-02,
[E9S52],6.82e-02,5.59e-02,7.24e-03,1.23e-01,1.67e+00,1.47e+00,1.13e-02,7.24e-03,3.66e-02,
[E9S53],1.03e-01,5.39e-02,7.28e-03,4.94e-01,1.71e+00,1.50e+00,9.54e-03,7.28e-03,3.93e-02,
[E9S54],6.68e-02,5.34e-02,6.95e-03,1.34e-01,1.72e+00,1.52e+00,1.06e-02,6.95e-03,3.75e-02,
[E9S55],9.81e-02,5.71e-02,7.06e-03,4.10e-01,1.63e+00,1.43e+00,9.58e-03,7.06e-03,3.79e-02,
[E9S56],8.82e-02,5.75e-02,6.58e-03,3.07e-01,1.64e+00,1.43e+00,9.68e-03,6.58e-03,4.03e-02,
[E9S57],9.70e-02,6.04e-02,7.51e-03,3.66e-01,1.65e+00,1.43e+00,9.71e-03,7.51e-03,4.10e-02,
[E9S58],1.08e-01,5.53e-02,6.71e-03,5.32e-01,1.62e+00,1.41e+00,9.07e-03,6.71e-03,3.95e-02,
[E9S59],6.52e-02,5.34e-02,8.17e-03,1.17e-01,1.70e+00,1.48e+00,1.08e-02,8.17e-03,4.04e-02,
[E9S60],1.09e-01,5.51e-02,1.08e-02,5.40e-01,1.68e+00,1.47e+00,1.34e-02,1.08e-02,3.75e-02,
[E9S61],6.26e-02,5.47e-02,1.21e-02,7.91e-02,1.69e+00,1.47e+00,1.45e-02,1.21e-02,3.84e-02,
[E9S62],1.16e-01,5.54e-02,1.36e-02,6.11e-01,1.64e+00,1.42e+00,1.83e-02,1.36e-02,3.79e-02,
[E9S63],5.83e-02,5.34e-02,1.13e-02,4.93e-02,1.75e+00,1.52e+00,1.36e-02,1.13e-02,3.99e-02,
[E9S64],9.55e-02,5.34e-02,1.13e-02,4.20e-01,1.67e+00,1.46e+00,1.55e-02,1.13e-02,3.78e-02,
[E9S65],8.98e-02,6.03e-02,1.30e-02,2.95e-01,1.69e+00,1.47e+00,1.55e-02,1.30e-02,3.99e-02,
[E9S66],1.14e-01,6.39e-02,1.55e-02,5.03e-01,1.74e+00,1.51e+00,1.83e-02,1.55e-02,3.89e-02,
[E9S67],7.09e-02,5.55e-02,1.17e-02,1.54e-01,1.74e+00,1.52e+00,1.51e-02,1.17e-02,3.92e-02,
[E9S68],1.15e-01,6.06e-02,8.72e-03,5.45e-01,1.66e+00,1.45e+00,1.12e-02,8.72e-03,3.82e-02,
[E9S69],7.67e-02,5.56e-02,8.05e-03,2.11e-01,1.68e+00,1.46e+00,1.11e-02,8.05e-03,4.03e-02,
[E9S70],1.31e-01,6.05e-02,7.69e-03,7.07e-01,1.67e+00,1.45e+00,9.72e-03,7.69e-03,4.06e-02,
[E9S71],4.70e-02,5.68e-02,7.94e-03,-9.73e-02,1.71e+00,1.52e+00,1.06e-02,7.94e-03,3.41e-02,
[E9S72],1.12e-01,5.31e-02,7.60e-03,5.86e-01,1.70e+00,1.52e+00,1.12e-02,7.60e-03,3.39e-02,
[E9S73],7.29e-02,6.17e-02,7.03e-03,1.12e-01,1.68e+00,1.47e+00,1.04e-02,7.03e-03,3.89e-02,
[E9S74],1.51e-01,9.32e-02,8.60e-03,5.79e-01,1.74e+00,1.53e+00,9.38e-03,8.60e-03,3.82e-02,
[E9S75],6.54e-02,6.54e-02,9.64e-03,-4.86e-04,1.67e+00,1.47e+00,1.12e-02,9.64e-03,3.49e-02,
[E9S76],1.25e-01,6.09e-02,7.33e-03,6.37e-01,1.70e+00,1.51e+00,9.46e-03,7.33e-03,3.43e-02,
[E9S77],5.45e-02,5.76e-02,7.46e-03,-3.08e-02,1.70e+00,1.51e+00,1.16e-02,7.46e-03,3.48e-02,
[E9S78],1.14e-01,5.68e-02,7.50e-03,5.69e-01,1.66e+00,1.46e+00,1.06e-02,7.50e-03,3.53e-02,
[E9S79],6.38e-02,5.79e-02,6.93e-03,5.81e-02,1.67e+00,1.46e+00,9.83e-03,6.93e-03,3.86e-02,
[E9S80],1.30e-01,5.49e-02,6.99e-03,7.47e-01,1.68e+00,1.48e+00,9.42e-03,6.99e-03,3.67e-02,
[E9S81],3.41e-02,5.43e-02,7.76e-03,-2.01e-01,1.72e+00,1.54e+00,1.13e-02,7.76e-03,3.31e-02,
[E9S82],1.13e-01,5.19e-02,8.79e-03,6.07e-01,1.73e+00,1.56e+00,1.19e-02,8.79e-03,2.86e-02,
[E9S83],6.81e-02,5.75e-02,8.59e-03,1.06e-01,1.62e+00,1.42e+00,1.19e-02,8.59e-03,3.62e-02,
[E9S84],1.01e-01,4.96e-02,7.45e-03,5.10e-01,1.70e+00,1.50e+00,9.52e-03,7.45e-03,3.74e-02,
[E10S0],5.48e-02,5.45e-02,7.65e-03,3.67e-03,1.71e+00,1.51e+00,1.11e-02,7.65e-03,3.58e-02,
[E10S1],9.46e-02,5.11e-02,6.59e-03,4.35e-01,1.67e+00,1.47e+00,9.50e-03,6.59e-03,3.65e-02,
[E10S2],8.12e-02,5.10e-02,6.51e-03,3.02e-01,1.64e+00,1.43e+00,9.56e-03,6.51e-03,3.84e-02,
[E10S3],1.02e-01,5.25e-02,6.55e-03,4.99e-01,1.68e+00,1.47e+00,8.87e-03,6.55e-03,3.99e-02,
[E10S4],5.99e-02,5.43e-02,7.28e-03,5.58e-02,1.67e+00,1.47e+00,9.67e-03,7.28e-03,3.66e-02,
[E10S5],1.08e-01,5.39e-02,7.12e-03,5.42e-01,1.65e+00,1.45e+00,9.91e-03,7.12e-03,3.76e-02,
[E10S6],7.58e-02,5.31e-02,7.38e-03,2.28e-01,1.61e+00,1.40e+00,1.09e-02,7.38e-03,3.74e-02,
[E10S7],1.03e-01,5.57e-02,8.52e-03,4.70e-01,1.60e+00,1.38e+00,1.08e-02,8.52e-03,4.12e-02,
[E10S8],7.13e-02,5.40e-02,8.14e-03,1.73e-01,1.64e+00,1.42e+00,1.11e-02,8.14e-03,3.99e-02,
[E10S9],1.20e-01,5.45e-02,8.10e-03,6.51e-01,1.62e+00,1.40e+00,1.17e-02,8.10e-03,4.03e-02,
[E10S10],4.21e-02,5.14e-02,7.70e-03,-9.35e-02,1.70e+00,1.50e+00,1.14e-02,7.70e-03,3.67e-02,
[E10S11],1.29e-01,5.25e-02,6.42e-03,7.66e-01,1.68e+00,1.48e+00,1.01e-02,6.42e-03,3.60e-02,
[E10S12],3.67e-02,5.15e-02,7.31e-03,-1.48e-01,1.75e+00,1.55e+00,1.03e-02,7.31e-03,3.49e-02,
[E10S13],1.14e-01,5.42e-02,7.57e-03,5.95e-01,1.66e+00,1.47e+00,1.04e-02,7.57e-03,3.45e-02,
[E10S14],5.79e-02,5.36e-02,7.89e-03,4.35e-02,1.63e+00,1.42e+00,1.16e-02,7.89e-03,3.86e-02,
[E10S15],1.14e-01,5.44e-02,7.58e-03,5.95e-01,1.61e+00,1.40e+00,1.18e-02,7.58e-03,3.85e-02,
[E10S16],7.74e-02,5.07e-02,8.39e-03,2.67e-01,1.64e+00,1.42e+00,1.05e-02,8.39e-03,3.98e-02,
[E10S17],9.06e-02,6.13e-02,7.97e-03,2.93e-01,1.70e+00,1.48e+00,1.08e-02,7.97e-03,3.97e-02,
[E10S18],1.01e-01,5.53e-02,7.14e-03,4.54e-01,1.63e+00,1.41e+00,9.56e-03,7.14e-03,4.10e-02,
[E10S19],8.06e-02,5.73e-02,7.59e-03,2.33e-01,1.64e+00,1.43e+00,1.02e-02,7.59e-03,3.85e-02,
[E10S20],8.63e-02,5.22e-02,6.92e-03,3.41e-01,1.68e+00,1.46e+00,9.42e-03,6.92e-03,4.13e-02,
[E10S21],8.44e-02,5.90e-02,7.36e-03,2.54e-01,1.64e+00,1.42e+00,1.02e-02,7.36e-03,3.98e-02,
[E10S22],1.03e-01,5.54e-02,6.85e-03,4.79e-01,1.65e+00,1.43e+00,1.01e-02,6.85e-03,4.19e-02,
[E10S23],7.75e-02,5.84e-02,9.36e-03,1.91e-01,1.68e+00,1.46e+00,1.14e-02,9.36e-03,3.93e-02,
[E10S24],1.10e-01,6.35e-02,9.93e-03,4.67e-01,1.64e+00,1.41e+00,1.28e-02,9.93e-03,4.14e-02,
[E10S25],8.07e-02,5.75e-02,8.47e-03,2.32e-01,1.65e+00,1.43e+00,1.17e-02,8.47e-03,3.93e-02,
[E10S26],1.35e-01,8.21e-02,1.06e-02,5.24e-01,1.71e+00,1.47e+00,1.23e-02,1.06e-02,4.36e-02,
[E10S27],6.43e-02,6.60e-02,9.80e-03,-1.70e-02,1.78e+00,1.57e+00,1.29e-02,9.80e-03,3.76e-02,
[E10S28],1.38e-01,6.38e-02,1.06e-02,7.44e-01,1.68e+00,1.48e+00,1.32e-02,1.06e-02,3.42e-02,
[E10S29],2.49e-02,5.57e-02,8.96e-03,-3.08e-01,1.80e+00,1.59e+00,1.08e-02,8.96e-03,3.93e-02,
[E10S30],1.47e-01,5.13e-02,9.88e-03,9.57e-01,1.86e+00,1.70e+00,1.54e-02,9.88e-03,2.75e-02,
[E10S31],5.80e-02,5.43e-02,1.12e-02,3.71e-02,1.73e+00,1.58e+00,1.53e-02,1.12e-02,2.45e-02,
[E10S32],7.17e-02,5.84e-02,8.89e-03,1.33e-01,1.69e+00,1.50e+00,1.17e-02,8.89e-03,3.28e-02,
[E10S33],9.16e-02,5.54e-02,9.09e-03,3.62e-01,1.58e+00,1.37e+00,1.10e-02,9.09e-03,3.66e-02,
[E10S34],8.06e-02,5.05e-02,8.19e-03,3.00e-01,1.71e+00,1.49e+00,1.13e-02,8.19e-03,3.89e-02,
[E10S35],9.70e-02,5.38e-02,8.70e-03,4.32e-01,1.58e+00,1.35e+00,1.20e-02,8.70e-03,4.08e-02,
[E10S36],7.43e-02,4.93e-02,8.00e-03,2.51e-01,1.68e+00,1.47e+00,1.12e-02,8.00e-03,3.85e-02,
[E10S37],9.75e-02,5.14e-02,6.87e-03,4.61e-01,1.61e+00,1.39e+00,9.43e-03,6.87e-03,4.16e-02,
[E10S38],8.51e-02,6.15e-02,7.59e-03,2.36e-01,1.74e+00,1.52e+00,1.05e-02,7.59e-03,3.87e-02,
[E10S39],9.84e-02,5.58e-02,7.66e-03,4.26e-01,1.63e+00,1.41e+00,1.14e-02,7.66e-03,4.06e-02,
[E10S40],8.15e-02,5.63e-02,7.38e-03,2.52e-01,1.72e+00,1.51e+00,1.06e-02,7.38e-03,3.85e-02,
[E10S41],1.05e-01,5.49e-02,6.55e-03,5.05e-01,1.64e+00,1.42e+00,9.58e-03,6.55e-03,4.04e-02,
[E10S42],8.85e-02,5.39e-02,6.95e-03,3.46e-01,1.64e+00,1.42e+00,9.02e-03,6.95e-03,4.06e-02,
[E10S43],9.14e-02,5.73e-02,7.56e-03,3.41e-01,1.58e+00,1.35e+00,1.08e-02,7.56e-03,4.22e-02,
[E10S44],1.07e-01,5.45e-02,7.03e-03,5.21e-01,1.71e+00,1.48e+00,1.02e-02,7.03e-03,4.10e-02,
[E10S45],5.75e-02,5.22e-02,7.27e-03,5.28e-02,1.69e+00,1.48e+00,1.01e-02,7.27e-03,3.82e-02,
[E10S46],1.14e-01,5.49e-02,6.38e-03,5.88e-01,1.66e+00,1.45e+00,9.97e-03,6.38e-03,4.00e-02,
[E10S47],5.43e-02,5.24e-02,6.51e-03,1.87e-02,1.66e+00,1.45e+00,9.82e-03,6.51e-03,3.89e-02,
[E10S48],1.16e-01,5.33e-02,7.00e-03,6.29e-01,1.63e+00,1.42e+00,1.02e-02,7.00e-03,4.01e-02,
[E10S49],5.31e-02,5.22e-02,7.12e-03,8.33e-03,1.70e+00,1.49e+00,9.57e-03,7.12e-03,3.83e-02,
[E10S50],1.16e-01,5.18e-02,6.91e-03,6.44e-01,1.71e+00,1.50e+00,9.63e-03,6.91e-03,3.85e-02,
[E10S51],5.55e-02,5.38e-02,7.01e-03,1.65e-02,1.69e+00,1.48e+00,1.08e-02,7.01e-03,3.77e-02,
[E10S52],1.06e-01,5.59e-02,7.69e-03,5.00e-01,1.64e+00,1.44e+00,1.00e-02,7.69e-03,3.82e-02,
[E10S53],5.80e-02,5.46e-02,8.20e-03,3.48e-02,1.69e+00,1.49e+00,1.09e-02,8.20e-03,3.73e-02,
[E10S54],1.07e-01,5.43e-02,7.31e-03,5.24e-01,1.70e+00,1.49e+00,1.01e-02,7.31e-03,3.82e-02,
[E10S55],5.53e-02,5.77e-02,6.99e-03,-2.38e-02,1.66e+00,1.46e+00,1.02e-02,6.99e-03,3.70e-02,
[E10S56],1.36e-01,5.37e-02,7.09e-03,8.20e-01,1.73e+00,1.54e+00,1.04e-02,7.09e-03,3.53e-02,
[E10S57],4.48e-02,5.25e-02,7.81e-03,-7.68e-02,1.74e+00,1.57e+00,1.09e-02,7.81e-03,2.93e-02,
[E10S58],7.98e-02,5.11e-02,7.03e-03,2.87e-01,1.65e+00,1.47e+00,9.10e-03,7.03e-03,3.28e-02,
[E10S59],8.30e-02,5.60e-02,8.46e-03,2.70e-01,1.63e+00,1.41e+00,1.25e-02,8.46e-03,3.95e-02,
[E10S60],9.95e-02,5.08e-02,9.05e-03,4.87e-01,1.66e+00,1.44e+00,1.25e-02,9.05e-03,3.85e-02,
[E10S61],6.47e-02,5.29e-02,1.17e-02,1.18e-01,1.72e+00,1.49e+00,1.50e-02,1.17e-02,3.92e-02,
[E10S62],1.02e-01,5.33e-02,9.50e-03,4.92e-01,1.61e+00,1.40e+00,1.26e-02,9.50e-03,3.67e-02,
[E10S63],6.68e-02,5.37e-02,7.79e-03,1.31e-01,1.66e+00,1.44e+00,1.11e-02,7.79e-03,3.98e-02,
[E10S64],1.12e-01,5.19e-02,8.30e-03,5.96e-01,1.76e+00,1.55e+00,1.10e-02,8.30e-03,3.84e-02,
[E10S65],5.83e-02,5.61e-02,8.92e-03,2.20e-02,1.67e+00,1.47e+00,1.24e-02,8.92e-03,3.45e-02,
[E10S66],9.91e-02,5.24e-02,7.66e-03,4.67e-01,1.62e+00,1.42e+00,1.10e-02,7.66e-03,3.82e-02,
[E10S67],6.84e-02,5.47e-02,7.62e-03,1.37e-01,1.68e+00,1.47e+00,1.11e-02,7.62e-03,3.92e-02,
[E10S68],9.89e-02,5.22e-02,6.74e-03,4.66e-01,1.66e+00,1.45e+00,1.08e-02,6.74e-03,3.92e-02,
[E10S69],7.15e-02,5.18e-02,7.00e-03,1.96e-01,1.70e+00,1.49e+00,9.55e-03,7.00e-03,3.88e-02,
[E10S70],9.23e-02,5.07e-02,6.35e-03,4.16e-01,1.67e+00,1.45e+00,9.98e-03,6.35e-03,4.02e-02,
[E10S71],7.31e-02,5.12e-02,7.00e-03,2.19e-01,1.68e+00,1.46e+00,1.04e-02,7.00e-03,4.14e-02,
[E10S72],1.04e-01,6.44e-02,7.58e-03,3.98e-01,1.68e+00,1.45e+00,1.01e-02,7.58e-03,4.18e-02,
[E10S73],7.97e-02,5.60e-02,8.20e-03,2.38e-01,1.72e+00,1.51e+00,1.10e-02,8.20e-03,3.89e-02,
[E10S74],9.50e-02,5.45e-02,8.62e-03,4.05e-01,1.68e+00,1.45e+00,1.36e-02,8.62e-03,4.01e-02,
[E10S75],8.34e-02,5.08e-02,8.50e-03,3.26e-01,1.68e+00,1.45e+00,1.12e-02,8.50e-03,4.06e-02,
[E10S76],9.31e-02,5.44e-02,8.75e-03,3.86e-01,1.65e+00,1.42e+00,1.21e-02,8.75e-03,4.13e-02,
[E10S77],8.01e-02,5.46e-02,1.02e-02,2.55e-01,1.65e+00,1.43e+00,1.23e-02,1.02e-02,3.94e-02,
[E10S78],8.11e-02,5.34e-02,9.77e-03,2.76e-01,1.68e+00,1.45e+00,1.27e-02,9.77e-03,4.11e-02,
[E10S79],9.84e-02,5.16e-02,7.19e-03,4.67e-01,1.69e+00,1.48e+00,1.06e-02,7.19e-03,3.84e-02,
[E10S80],6.74e-02,5.34e-02,7.92e-03,1.40e-01,1.70e+00,1.47e+00,1.10e-02,7.92e-03,4.18e-02,
[E10S81],1.31e-01,5.03e-02,8.05e-03,8.09e-01,1.74e+00,1.52e+00,1.21e-02,8.05e-03,3.84e-02,
[E10S82],2.28e-02,5.14e-02,8.14e-03,-2.87e-01,1.80e+00,1.61e+00,1.11e-02,8.14e-03,3.30e-02,
[E10S83],1.22e-01,5.05e-02,9.62e-03,7.19e-01,1.77e+00,1.61e+00,1.22e-02,9.62e-03,2.77e-02,
[E10S84],6.13e-02,5.33e-02,8.02e-03,8.01e-02,1.67e+00,1.48e+00,1.07e-02,8.02e-03,3.25e-02,
[E11S0],9.10e-02,5.32e-02,7.38e-03,3.78e-01,1.60e+00,1.39e+00,1.02e-02,7.38e-03,3.81e-02,
[E11S1],9.07e-02,6.07e-02,8.08e-03,3.00e-01,1.64e+00,1.42e+00,1.08e-02,8.08e-03,4.00e-02,
[E11S2],9.92e-02,5.55e-02,7.17e-03,4.36e-01,1.62e+00,1.40e+00,9.69e-03,7.17e-03,4.06e-02,
[E11S3],7.86e-02,5.17e-02,6.64e-03,2.69e-01,1.60e+00,1.39e+00,9.62e-03,6.64e-03,3.90e-02,
[E11S4],1.01e-01,5.51e-02,6.63e-03,4.62e-01,1.55e+00,1.32e+00,9.94e-03,6.63e-03,4.19e-02,
[E11S5],9.58e-02,5.20e-02,6.67e-03,4.38e-01,1.64e+00,1.42e+00,9.37e-03,6.67e-03,4.06e-02,
[E11S6],7.94e-02,5.17e-02,6.16e-03,2.78e-01,1.65e+00,1.42e+00,8.79e-03,6.16e-03,4.13e-02,
[E11S7],1.08e-01,5.31e-02,6.20e-03,5.48e-01,1.63e+00,1.40e+00,8.94e-03,6.20e-03,4.20e-02,
[E11S8],7.16e-02,5.19e-02,7.01e-03,1.98e-01,1.67e+00,1.45e+00,1.00e-02,7.01e-03,4.11e-02,
[E11S9],1.10e-01,5.25e-02,6.99e-03,5.72e-01,1.65e+00,1.43e+00,1.05e-02,6.99e-03,4.13e-02,
[E11S10],5.39e-02,5.39e-02,8.21e-03,-3.07e-04,1.66e+00,1.45e+00,1.13e-02,8.21e-03,3.81e-02,
[E11S11],1.19e-01,5.65e-02,8.43e-03,6.24e-01,1.68e+00,1.46e+00,1.16e-02,8.43e-03,3.92e-02,
[E11S12],5.02e-02,5.11e-02,8.98e-03,-8.97e-03,1.71e+00,1.51e+00,1.18e-02,8.98e-03,3.55e-02,
[E11S13],1.15e-01,5.02e-02,7.96e-03,6.44e-01,1.71e+00,1.51e+00,1.23e-02,7.96e-03,3.64e-02,
[E11S14],6.70e-02,6.87e-02,9.62e-03,-1.68e-02,1.72e+00,1.53e+00,1.14e-02,9.62e-03,3.51e-02,
[E11S15],1.05e-01,5.22e-02,6.91e-03,5.32e-01,1.70e+00,1.50e+00,1.04e-02,6.91e-03,3.52e-02,
[E11S16],6.46e-02,5.45e-02,7.11e-03,1.01e-01,1.67e+00,1.47e+00,1.04e-02,7.11e-03,3.63e-02,
[E11S17],1.21e-01,9.18e-02,8.67e-03,2.93e-01,1.69e+00,1.47e+00,1.01e-02,8.67e-03,3.93e-02,
[E11S18],1.27e-01,8.07e-02,8.61e-03,4.68e-01,1.61e+00,1.40e+00,9.67e-03,8.61e-03,3.81e-02,
[E11S19],6.93e-02,6.12e-02,7.74e-03,8.12e-02,1.63e+00,1.43e+00,1.11e-02,7.74e-03,3.78e-02,
[E11S20],1.26e-01,5.75e-02,7.76e-03,6.85e-01,1.65e+00,1.45e+00,9.94e-03,7.76e-03,3.72e-02,
[E11S21],5.55e-02,6.21e-02,8.63e-03,-6.52e-02,1.72e+00,1.53e+00,1.11e-02,8.63e-03,3.40e-02,
[E11S22],1.37e-01,6.23e-02,7.74e-03,7.48e-01,1.71e+00,1.52e+00,1.05e-02,7.74e-03,3.40e-02,
[E11S23],5.06e-02,5.99e-02,8.08e-03,-9.36e-02,1.64e+00,1.46e+00,1.08e-02,8.08e-03,3.26e-02,
[E11S24],1.28e-01,5.64e-02,7.30e-03,7.11e-01,1.66e+00,1.49e+00,9.23e-03,7.30e-03,3.16e-02,
[E11S25],6.20e-02,5.77e-02,7.89e-03,4.34e-02,1.64e+00,1.45e+00,1.05e-02,7.89e-03,3.50e-02,
[E11S26],1.14e-01,5.34e-02,7.16e-03,6.10e-01,1.67e+00,1.47e+00,1.02e-02,7.16e-03,3.63e-02,
[E11S27],6.21e-02,5.04e-02,6.73e-03,1.17e-01,1.66e+00,1.48e+00,9.66e-03,6.73e-03,3.41e-02,
[E11S28],1.08e-01,5.50e-02,7.13e-03,5.34e-01,1.63e+00,1.43e+00,1.07e-02,7.13e-03,3.72e-02,
[E11S29],6.06e-02,5.45e-02,6.84e-03,6.10e-02,1.68e+00,1.47e+00,9.72e-03,6.84e-03,3.70e-02,
[E11S30],1.26e-01,5.62e-02,7.04e-03,6.96e-01,1.62e+00,1.42e+00,9.27e-03,7.04e-03,3.82e-02,
[E11S31],6.67e-02,5.99e-02,7.99e-03,6.84e-02,1.67e+00,1.46e+00,1.12e-02,7.99e-03,3.75e-02,
[E11S32],1.14e-01,5.45e-02,6.38e-03,6.00e-01,1.72e+00,1.52e+00,1.00e-02,6.38e-03,3.69e-02,
[E11S33],5.72e-02,5.78e-02,7.06e-03,-6.21e-03,1.68e+00,1.49e+00,9.51e-03,7.06e-03,3.56e-02,
[E11S34],1.16e-01,5.28e-02,7.01e-03,6.34e-01,1.66e+00,1.46e+00,9.78e-03,7.01e-03,3.61e-02,
[E11S35],5.27e-02,5.41e-02,7.22e-03,-1.37e-02,1.70e+00,1.50e+00,1.01e-02,7.22e-03,3.55e-02,
[E11S36],1.09e-01,5.04e-02,7.41e-03,5.84e-01,1.73e+00,1.53e+00,1.10e-02,7.41e-03,3.56e-02,
[E11S37],6.97e-02,5.26e-02,7.55e-03,1.71e-01,1.63e+00,1.44e+00,1.08e-02,7.55e-03,3.58e-02,
[E11S38],1.07e-01,5.86e-02,8.92e-03,4.86e-01,1.59e+00,1.38e+00,1.18e-02,8.92e-03,3.94e-02,
[E11S39],8.44e-02,5.09e-02,7.29e-03,3.35e-01,1.67e+00,1.46e+00,1.05e-02,7.29e-03,3.93e-02,
[E11S40],7.08e-02,5.28e-02,8.28e-03,1.80e-01,1.66e+00,1.44e+00,1.15e-02,8.28e-03,3.89e-02,
[E11S41],1.14e-01,5.29e-02,7.08e-03,6.12e-01,1.70e+00,1.48e+00,1.04e-02,7.08e-03,3.93e-02,
[E11S42],8.06e-02,5.41e-02,7.20e-03,2.65e-01,1.61e+00,1.40e+00,9.53e-03,7.20e-03,3.84e-02,
[E11S43],9.98e-02,5.35e-02,6.71e-03,4.63e-01,1.66e+00,1.43e+00,1.02e-02,6.71e-03,4.11e-02,
[E11S44],6.60e-02,5.17e-02,6.96e-03,1.43e-01,1.68e+00,1.48e+00,9.57e-03,6.96e-03,3.80e-02,
[E11S45],9.78e-02,5.06e-02,6.32e-03,4.73e-01,1.67e+00,1.46e+00,9.81e-03,6.32e-03,3.89e-02,
[E11S46],5.70e-02,5.15e-02,7.42e-03,5.48e-02,1.68e+00,1.47e+00,1.09e-02,7.42e-03,3.73e-02,
[E11S47],1.01e-01,5.76e-02,6.82e-03,4.35e-01,1.64e+00,1.42e+00,8.69e-03,6.82e-03,4.14e-02,
[E11S48],6.59e-02,5.19e-02,6.64e-03,1.39e-01,1.73e+00,1.51e+00,1.04e-02,6.64e-03,3.98e-02,
[E11S49],1.09e-01,5.31e-02,6.71e-03,5.57e-01,1.58e+00,1.36e+00,8.77e-03,6.71e-03,4.06e-02,
[E11S50],6.70e-02,5.47e-02,6.85e-03,1.23e-01,1.67e+00,1.46e+00,1.07e-02,6.85e-03,3.94e-02,
[E11S51],1.17e-01,5.43e-02,6.73e-03,6.29e-01,1.67e+00,1.46e+00,1.02e-02,6.73e-03,4.02e-02,
[E11S52],5.72e-02,5.44e-02,7.38e-03,2.86e-02,1.72e+00,1.52e+00,1.06e-02,7.38e-03,3.65e-02,
